date,open,high,close,low,volume,amount
2018-06-15,3763.0409999999997,3780.337,3753.434,3737.428,8548889300,109534900847
2018-06-14,3774.64,3808.1620000000003,3773.366,3759.248,6847132200,99234014984
2018-06-13,3814.617,3817.453,3788.3390000000004,3782.073,6637797000,97185498920
2018-06-12,3783.1859999999997,3830.4709999999995,3825.953,3765.264,7320624400,116217139615
2018-06-11,3770.208,3792.548,3779.982,3756.515,6870983400,105597924649
2018-06-08,3819.448,3819.461,3779.616,3759.272,8333733500,107818798321
2018-06-07,3846.937,3859.848,3831.013,3827.687,8025614700,112365710702
2018-06-06,3839.683,3848.33,3837.3509999999997,3830.8959999999997,7311723700,107142041766
2018-06-05,3811.285,3845.565,3845.316,3800.926,7868736000,121261467224
2018-06-04,3785.187,3813.407,3807.578,3776.619,7662434100,115146468450
2018-06-01,3789.672,3802.5370000000003,3770.5890000000004,3753.84,7782181300,105934865863
2018-05-31,3749.295,3804.792,3802.3759999999997,3742.5290000000005,9266689400,130545422180
2018-05-30,3755.176,3767.887,3723.3720000000003,3722.072,8791328500,115858975810
2018-05-29,3824.191,3841.7790000000005,3804.009,3800.675,8155266200,117288580582
2018-05-28,3816.265,3846.553,3833.26,3799.321,7152113200,100001639047
2018-05-25,3823.745,3841.1240000000003,3816.498,3804.135,7083638600,95667543827
2018-05-24,3853.292,3859.103,3827.217,3823.9240000000004,6834502200,93408219637
2018-05-23,3898.268,3898.268,3854.583,3854.583,8372231900,110684503206
2018-05-22,3918.815,3918.815,3906.208,3881.1690000000003,7536877800,102883344897
2018-05-21,3925.539,3937.461,3921.242,3913.605,9264173700,120528726019
2018-05-18,3860.164,3903.0640000000003,3903.0640000000003,3841.8959999999997,7261395600,96823851809
2018-05-17,3895.49,3899.514,3864.051,3858.853,5903012300,87104164680
2018-05-16,3909.8179999999998,3923.343,3892.844,3889.188,7191364600,106533930265
2018-05-15,3920.14,3924.343,3924.098,3892.92,7604955500,106091905845
2018-05-14,3886.8740000000003,3919.3,3909.2929999999997,3886.8740000000003,8197599900,122520047995
2018-05-11,3902.1479999999997,3903.3379999999997,3872.8379999999997,3871.952,7335660400,107715457040
2018-05-10,3882.836,3894.49,3893.0570000000002,3867.308,7066780900,103255140585
2018-05-09,3876.13,3878.938,3871.615,3855.739,6671296600,92322896271
2018-05-08,3834.614,3892.073,3878.677,3833.7290000000003,9421515700,135445862529
2018-05-07,3782.54,3834.587,3834.188,3776.03,8728619500,126354800811
2018-05-04,3784.316,3801.5240000000003,3774.598,3770.9390000000003,7155428800,98315254609
2018-05-03,3756.1659999999997,3797.527,3793.0,3732.3720000000003,9396111800,122740168864
2018-05-02,3769.925,3787.303,3763.6459999999997,3744.548,8330103500,120083483290
2018-04-27,3771.0370000000003,3776.975,3756.877,3714.6440000000002,8953172600,142113627600
2018-04-26,3823.3920000000003,3828.7129999999997,3755.494,3744.885,8715064100,125772304515
2018-04-25,3824.593,3838.692,3828.702,3817.032,7817261200,105750449452
2018-04-24,3769.8790000000004,3854.429,3843.489,3769.8790000000004,11421952500,145700512791
2018-04-23,3754.69,3787.395,3766.3259999999996,3735.184,9035629100,111763031500
2018-04-20,3801.208,3815.4440000000004,3760.8540000000003,3750.103,9928292500,123550664541
2018-04-19,3774.784,3824.032,3811.843,3767.797,9905406000,127520121562
2018-04-18,3785.3059999999996,3789.659,3766.282,3708.107,10667670600,143077676004
2018-04-17,3812.875,3822.6259999999997,3748.6409999999996,3745.4440000000004,9061079000,126518751972
2018-04-16,3862.474,3869.156,3808.863,3789.612,9921777000,131566866868
2018-04-13,3920.738,3929.952,3871.1440000000002,3866.1859999999997,7154420300,98921826969
2018-04-12,3935.673,3937.784,3898.635,3896.179,8269949000,108075565476
2018-04-11,3934.17,3958.7070000000003,3938.343,3924.96,11193302100,139989290630
2018-04-10,3860.723,3927.425,3927.173,3851.796,10617372200,137941300225
2018-04-09,3851.955,3870.6740000000004,3852.929,3827.413,8410546200,118167273509
2018-04-04,3873.627,3898.613,3854.863,3852.4959999999996,8873060900,131593067938
2018-04-03,3850.155,3878.15,3862.48,3839.933,9513736900,132049936105
2018-04-02,3897.005,3937.018,3886.9190000000003,3882.886,11124266600,159356080038
2018-03-30,3893.7470000000003,3915.347,3898.498,3879.2129999999997,9751227000,137959280455
2018-03-29,3854.591,3913.958,3894.05,3794.262,11662906600,164996782981
2018-03-28,3865.045,3907.281,3842.716,3835.883,10149490800,155848951057
2018-03-27,3927.492,3936.778,3913.2690000000002,3881.873,11370071100,162291546573
2018-03-26,3862.695,3883.901,3879.893,3829.9159999999997,11513912800,156604527227
2018-03-23,3896.736,3928.511,3904.9359999999997,3834.937,18008044900,218905031317
2018-03-22,4062.067,4072.377,4020.349,4003.7209999999995,8909525900,127664337990
2018-03-21,4097.024,4110.116,4061.05,4046.241,9760948800,139330411871
2018-03-20,4045.743,4080.1929999999998,4077.704,4040.308,8060528000,111980234031
2018-03-19,4054.617,4074.518,4074.248,4033.522,8150288200,118183815140
2018-03-16,4096.8859999999995,4110.045,4056.423,4055.822,8489618800,122125342027
2018-03-15,4058.7059999999997,4098.9890000000005,4096.163,4058.7059999999997,8816115600,126882452702
2018-03-14,4076.063,4089.094,4073.345,4066.49,9901340900,131537959370
2018-03-13,4124.331,4130.282999999999,4091.2529999999997,4087.563,11176643000,141174160638
2018-03-12,4130.708,4139.526,4127.666,4112.766,14090673900,190367593786
2018-03-09,4088.07,4110.674,4108.865,4076.454,11370180800,150024119651
2018-03-08,4038.953,4078.2259999999997,4077.6,4029.7140000000004,9115581000,123634637120
2018-03-07,4063.5029999999997,4089.696,4036.6540000000005,4027.9359999999997,10695242600,136572305560
2018-03-06,4034.985,4067.553,4066.565,3998.9320000000002,13876244400,171370654136
2018-03-05,4021.658,4042.835,4018.097,3995.8720000000003,8795254800,118197859452
2018-03-02,4014.9509999999996,4044.4179999999997,4016.461,4006.9440000000004,9616500000,130931181201
2018-03-01,3994.869,4061.033,4049.086,3986.895,11019985200,146003456663
2018-02-28,4016.7909999999997,4051.712,4023.6420000000003,3991.7059999999997,10934359300,152493909262
2018-02-27,4120.871,4120.871,4058.9809999999998,4051.805,12593447000,169684900954
2018-02-26,4093.3990000000003,4128.744000000001,4118.419,4048.9829999999997,13788100100,179013093605
2018-02-23,4061.755,4085.2009999999996,4071.0890000000004,4035.232,9945874600,128195835194
2018-02-22,4020.973,4058.788,4052.7329999999997,4009.92,10581157100,138334361735
2018-02-14,3945.094,3971.4040000000005,3966.961,3923.127,7108133800,93110201390
2018-02-13,3925.5959999999995,3986.9809999999998,3935.632,3925.5959999999995,11256588500,144479354377
2018-02-12,3846.2670000000003,3907.843,3890.105,3828.07,11618263700,149858043556
2018-02-09,3896.1690000000003,3911.292,3840.653,3759.1459999999997,20634982800,246774828431
2018-02-08,4022.88,4071.665,4012.047,3974.678,15926998500,199061771955
2018-02-07,4205.737,4212.568,4050.4970000000003,4048.423,20312749300,261507027391
2018-02-06,4182.326,4211.523,4148.8859999999995,4131.556,21491045000,279415083155
2018-02-05,4204.458,4274.146,4274.146,4200.141,16134779900,217360144504
2018-02-02,4213.939,4271.765,4271.233,4181.779,14606682700,191169867288
2018-02-01,4276.343,4287.389,4245.898,4214.291,19000293400,239230298933
2018-01-31,4234.11,4287.858,4275.899,4232.773,14521016400,194401798025
2018-01-30,4286.683,4308.512,4256.102,4251.571,13903473000,186650566155
2018-01-29,4387.058,4395.905,4302.018,4287.112,19110035400,256176323789
2018-01-26,4352.221,4403.338,4381.3,4351.487,17722723700,223331309122
2018-01-25,4381.977,4392.196,4365.079000000001,4336.2390000000005,19537495000,250308091870
2018-01-24,4389.455,4397.82,4389.885,4349.087,21981888900,284470809530
2018-01-23,4346.889,4383.572,4382.613,4346.793,20186758500,257113359897
2018-01-22,4276.481,4338.483,4336.597,4275.898,17464319500,233960223311
2018-01-19,4281.937,4316.571,4285.395,4269.617,20949057000,258554725360
2018-01-18,4259.375,4292.637,4271.417,4246.684,17203284600,225289688909
2018-01-17,4261.782999999999,4283.345,4248.116,4230.537,21431103200,284554359815
2018-01-16,4215.625,4260.212,4258.473,4213.128,16149496300,228271224756
2018-01-15,4229.835999999999,4262.931,4225.2390000000005,4216.359,17090789700,234986586088
2018-01-12,4205.144,4227.392,4225.001,4199.025,11135479400,157606210635
2018-01-11,4197.1140000000005,4211.799,4205.585999999999,4181.957,12157853900,170407305946
2018-01-10,4187.204000000001,4211.055,4207.813,4175.1359999999995,15112166600,194850253886
2018-01-09,4157.539000000001,4191.284000000001,4189.298,4153.502,13903429400,181975079758
2018-01-08,4140.855,4166.318,4160.16,4127.308,17387766600,226403872932
2018-01-05,4133.344,4151.282,4138.751,4123.282,14900987200,185206293226
2018-01-04,4114.121,4137.642,4128.812,4105.8859999999995,13454379400,174523556133
2018-01-03,4091.461,4140.054,4111.393,4088.73,15185221800,205726889556
2018-01-02,4045.2090000000003,4087.7790000000005,4087.401,4045.2090000000003,14693543500,178402032875
2017-12-29,4022.883,4043.14,4030.855,4012.875,9048668300,121257038529
2017-12-28,3992.9970000000003,4036.698,4018.897,3980.236,11854288600,153636695762
2017-12-27,4045.2790000000005,4047.737,3991.208,3986.739,10515357700,140516907102
2017-12-26,4040.617,4056.855,4053.6220000000003,4015.3,9111879000,119725100617
2017-12-25,4057.417,4086.934,4041.54,4026.45,9192696200,129938839152
2017-12-22,4064.913,4076.803,4054.598,4048.491,7347368400,104426496022
2017-12-21,4023.0759999999996,4080.781,4067.849,4014.653,9683608900,137819520871
2017-12-20,4036.0190000000002,4044.849,4030.49,4015.6290000000004,9060450300,126812878124
2017-12-19,3985.823,4035.63,4035.329,3985.823,7752898500,115998204342
2017-12-18,3983.297,4008.0690000000004,3985.2909999999997,3967.934,7785337500,111724349856
2017-12-15,4018.7309999999998,4020.2670000000003,3980.8559999999998,3974.928,8904438900,118474144231
2017-12-14,4050.903,4057.625,4026.152,4013.855,8076886200,115086944924
2017-12-13,4013.8320000000003,4052.688,4050.093,4004.744,7754613100,115006383360
2017-12-12,4068.505,4070.15,4016.0159999999996,4015.455,8433871800,123515183182
2017-12-11,4006.8779999999997,4069.5,4069.5,4005.2690000000002,9714894600,148476588469
2017-12-08,3962.829,4014.139,4003.3790000000004,3955.44,8928286100,124371230332
2017-12-07,4003.583,4017.947,3971.0570000000002,3955.994,9025404500,119651201504
2017-12-06,4027.123,4031.7529999999997,4015.821,3964.809,10928620500,144114954180
2017-12-05,4007.9359999999997,4045.933,4040.17,4006.5429999999997,15408707600,196337660259
2017-12-04,3989.047,4032.986,4018.857,3982.3179999999998,10264721900,138223055525
2017-12-01,4003.56,4027.1059999999998,3998.137,3984.3779999999997,9738691300,136010927567
2017-11-30,4034.009,4052.797,4006.099,3988.002,10798334500,145829948321
2017-11-29,4061.355,4069.242,4053.7529999999997,4004.687,12455364200,165743341284
2017-11-28,4034.2059999999997,4056.475,4055.824,4010.296,10205809500,135539647289
2017-11-27,4088.9320000000002,4088.9320000000002,4049.948,4037.1459999999997,14345526800,183004551223
2017-11-24,4089.472,4116.594,4104.2029999999995,4057.489,13085804000,182912191367
2017-11-23,4213.378,4214.19,4102.397,4086.902,17814722800,237536704704
2017-11-22,4228.372,4260.64,4227.567,4191.145,18647700300,254298361690
2017-11-21,4131.848,4220.264,4217.702,4129.978,18035082100,253302199628
2017-11-20,4093.7340000000004,4144.514,4143.833,4060.9640000000004,13744725800,191589637482
2017-11-17,4094.079,4122.376,4120.851,4081.3720000000003,19178411900,253079314045
2017-11-16,4063.494,4107.617,4105.012,4062.2729999999997,12138441400,172903880580
2017-11-15,4084.2129999999997,4102.807,4073.67,4055.717,12063569600,177753075436
2017-11-14,4129.274,4133.545999999999,4099.351,4086.89,14323693600,199605009025
2017-11-13,4115.5509999999995,4137.646,4128.073,4115.5509999999995,15144630900,205930794541
2017-11-10,4070.276,4116.714,4111.911,4067.657,14181716500,198869833811
2017-11-09,4043.066,4076.61,4075.9,4038.4,12105633500,159247198176
2017-11-08,4051.494,4089.1459999999997,4048.006,4040.577,15082771900,200949740671
