Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2013-12-31,554.17,561.28,554.0,561.02,7967300.0,0.0,1.0,73.661662683583,74.606741669599,73.63906585832,74.572181819196,55771100.0
2013-12-30,557.46,560.09,552.321,554.52,9058200.0,0.0,1.0,74.09897771368,74.448563892755,73.415888978218,73.708185559125,63407400.0
2013-12-27,563.82,564.41,559.5,560.09,8067300.0,0.0,1.0,74.944364823534,75.022789099448,74.370139616841,74.448563892755,56471100.0
2013-12-26,568.1,569.5,563.376,563.9,7286000.0,0.0,1.0,75.513273130165,75.699364632334,74.885347232846,74.954998623658,51002000.0
2013-12-24,569.89,571.88,566.03,567.67,5984100.0,0.0,1.0,75.751204407938,76.015720186021,75.238123551958,75.456116454499,41888700.0
2013-12-23,568.0,570.72,562.76,570.09,17903800.0,0.0,1.0,75.49998088001,75.861530084224,74.803466971892,75.777788908248,125326600.0
2013-12-20,545.43,551.61,544.8175,549.02,15586200.0,0.0,1.0,72.499920020042,73.321381079617,72.418504987843,72.977111800604,109103400.0
2013-12-19,549.5,550.0,543.7301,544.46,11439600.0,0.0,1.0,73.040914601348,73.107375852123,72.273965059658,72.370985193539,80077200.0
2013-12-18,549.7,551.45,538.8,550.77,20209400.0,0.0,1.0,73.067499101658,73.300113479369,71.61864383477,73.209726178315,141465800.0
2013-12-17,555.81,559.44,553.375,554.99,8210800.0,0.0,1.0,73.879655586124,74.362164266748,73.555989294851,73.770659134854,57475600.0
2013-12-16,555.02,562.6389,555.01,557.5,10092600.0,0.0,1.0,73.7746468099,74.787370056954,73.773317584885,74.104294613742,70648200.0
2013-12-13,562.85,562.88,553.67,554.43,11886500.0,0.0,1.0,74.815429997031,74.819417672078,73.595201432808,73.696222533986,83205500.0
2013-12-12,562.1415,565.34,560.03,560.54,9367500.0,0.0,1.0,74.721254404683,75.146407025889,74.440588542662,74.508379018452,65572500.0
2013-12-11,567.0,570.97,559.69,561.36,12847100.0,0.0,1.0,75.367058378461,75.894760709612,74.395394892135,74.617375469723,89929700.0
2013-12-10,563.58,567.88,561.2,565.55,9938200.0,0.0,1.0,74.912463423162,75.484030179824,74.596107869475,75.174320751214,69567400.0
2013-12-09,560.9001,569.58,560.9001,566.43,11446200.0,0.0,1.0,74.55624441126,75.709998432458,74.55624441126,75.291292552578,80123400.0
2013-12-06,565.79,566.75,559.57,560.02,12298300.0,0.0,1.0,75.206222151586,75.333827753074,74.379444191949,74.439259317647,86088100.0
2013-12-05,572.65,575.1358,566.41,567.901,15985000.0,0.0,1.0,76.118070512214,76.448489266566,75.288634102547,75.486821552357,111895000.0
2013-12-04,565.5,569.19,560.82,565.0,13493200.0,0.0,1.0,75.167674626137,75.658158656854,74.545597318886,75.101213375362,94452400.0
2013-12-03,558.3,566.38,557.68,566.322,16106000.0,0.0,1.0,74.210632614982,75.2846464275,74.128220664021,75.27693692241,112742000.0
2013-12-02,558.0,564.3299,550.82,551.23,16876600.0,0.0,1.0,74.170755864517,75.012142007074,73.216372303393,73.270870529028,118136200.0
