code,date,open,high,low,close,volume,date,adj_factor
511220.SH,20221014,141.9452,142.07515999999998,141.9452,142.04339199999998,6562.0,20221014,1.444
511220.SH,20221013,141.92642800000002,141.9452,141.839788,141.914876,6201.0,20221013,1.444
511220.SH,20221012,141.985632,142.11848,141.896104,141.911988,11898.0,20221012,1.444
511220.SH,20221011,141.9452,142.21956,141.826792,142.056388,8355.0,20221011,1.444
511220.SH,20221010,141.724268,142.03905999999998,141.578424,141.893216,16154.0,20221010,1.444
511220.SH,20220930,140.834764,141.78636,140.762564,141.722824,12903.0,20220930,1.444
511220.SH,20220929,141.35171599999998,141.4398,140.6456,140.762564,10221.0,20220929,1.444
511220.SH,20220928,141.734376,141.989964,141.37482,141.423916,12397.0,20220928,1.444
511220.SH,20220927,142.124256,142.124256,141.69971999999999,141.787804,10749.0,20220927,1.444
511220.SH,20220926,142.45782,142.46070799999998,142.134364,142.134364,13161.0,20220926,1.444
511220.SH,20220923,142.46504,142.52424399999998,142.420276,142.454932,18014.0,20220923,1.444
511220.SH,20220922,142.319196,142.7394,142.319196,142.454932,10297.0,20220922,1.444
511220.SH,20220921,142.27732,142.39284,142.13292,142.391396,11871.0,20220921,1.444
511220.SH,20220920,142.208516,142.36504,142.14963999999998,142.352116,20029.0,20220920,1.436
511220.SH,20220919,142.32914,142.42965999999998,142.1999,142.21426,14429.0,20220919,1.436
511220.SH,20220916,142.510076,142.512948,142.32196,142.359296,18560.0,20220916,1.436
511220.SH,20220915,142.660856,142.72834799999998,142.50863999999999,142.514384,22121.0,20220915,1.436
511220.SH,20220914,142.916464,142.976776,142.583312,142.693884,25371.0,20220914,1.436
511220.SH,20220913,142.95523599999999,143.021292,142.909284,142.916464,23911.0,20220913,1.436
511220.SH,20220909,142.994008,143.074424,142.9538,142.981084,25061.0,20220909,1.436
511220.SH,20220908,142.9538,143.137608,142.92795199999998,142.94662,14701.1,20220908,1.436
511220.SH,20220907,142.811636,142.9897,142.801584,142.950928,22632.0,20220907,1.436
511220.SH,20220906,142.75276,142.811636,142.748452,142.811636,15569.0,20220906,1.436
511220.SH,20220905,142.72404,142.791532,142.71686,142.75276,16144.0,20220905,1.436
511220.SH,20220902,142.741272,142.78722399999998,142.70537199999998,142.72547600000001,15182.0,20220902,1.436
511220.SH,20220901,142.64505999999997,142.729784,142.62351999999998,142.72547600000001,17141.0,20220901,1.436
511220.SH,20220831,142.70537199999998,142.732656,142.657984,142.679524,9613.0,20220831,1.436
511220.SH,20220830,142.62351999999998,142.808764,142.606288,142.696756,19943.0,20220830,1.436
511220.SH,20220829,142.962416,142.962416,142.650804,142.678088,14262.63,20220829,1.436
511220.SH,20220826,142.935132,142.948056,142.884872,142.920772,8548.0,20220826,1.436
511220.SH,20220825,142.97103199999998,143.03995999999998,142.82886799999997,142.94518399999998,16721.0,20220825,1.436
511220.SH,20220824,143.006932,143.038524,142.93944,143.038524,14845.1,20220824,1.436
511220.SH,20220823,142.93944,143.01698399999998,142.884872,143.006932,6802.0,20220823,1.436
511220.SH,20220822,142.96528800000002,143.01842,142.877692,142.94662,11209.0,20220822,1.436
511220.SH,20220819,142.87194799999997,143.051448,142.81737999999999,142.894924,13146.53,20220819,1.436
511220.SH,20220818,142.84609999999998,142.857588,142.768556,142.823124,6540.0,20220818,1.436
511220.SH,20220817,142.78148000000002,142.857588,142.78148000000002,142.82886799999997,10476.57,20220817,1.436
511220.SH,20220816,142.755632,142.844664,142.755632,142.8102,10011.0,20220816,1.436
511220.SH,20220815,142.682396,142.778608,142.612032,142.772864,10749.1,20220815,1.436
511220.SH,20220812,142.683832,142.71829599999998,142.620648,142.683832,4998.0,20220812,1.436
511220.SH,20220811,142.748452,142.762812,142.689576,142.71829599999998,3479.0,20220811,1.436
511220.SH,20220810,142.7384,142.749888,142.6666,142.748452,9354.0,20220810,1.436
511220.SH,20220809,142.56608,142.78148000000002,142.56608,142.74558,9147.0,20220809,1.436
511220.SH,20220808,142.43684,142.571824,142.43684,142.561772,6491.0,20220808,1.436
511220.SH,20220805,142.390888,142.71829599999998,142.32196,142.500024,12695.0,20220805,1.436
511220.SH,20220804,142.284624,142.40668399999998,142.284624,142.392324,6426.0,20220804,1.436
511220.SH,20220803,142.30759999999998,142.409556,142.27888,142.342064,10694.0,20220803,1.436
511220.SH,20220802,142.53018,142.53018,142.324832,142.3435,13623.0,20220802,1.436
511220.SH,20220801,142.326268,142.477048,142.326268,142.468432,14692.65,20220801,1.436
511220.SH,20220729,142.26164799999998,142.425352,142.22144,142.37078400000001,10810.0,20220729,1.436
511220.SH,20220728,142.105124,142.244416,142.105124,142.21856799999998,12059.0,20220728,1.436
511220.SH,20220727,142.231492,142.28606,141.928496,142.17692399999999,23518.0,20220727,1.436
511220.SH,20220726,142.043376,142.398068,142.043376,142.21426,21674.0,20220726,1.436
511220.SH,20220725,141.89834,142.119484,141.89115999999999,142.057736,17796.0,20220725,1.436
511220.SH,20220722,141.94142,141.974448,141.86244,141.89834,8080.0,20220722,1.436
511220.SH,20220721,141.76192,142.07066,141.677196,141.932804,22692.0,20220721,1.436
511220.SH,20220720,141.76192,141.8768,141.688684,141.76909999999998,17984.0,20220720,1.436
511220.SH,20220719,141.74756,141.91987999999998,141.670016,141.69012,11252.0,20220719,1.436
