code,date,open,high,low,close,volume,date,adj_factor
510050.SH,20221014,3.4678259999999996,3.5362169999999997,3.462462,3.5201249999999997,10523433.12,20221014,1.341
510050.SH,20221013,3.454416,3.462462,3.4262550000000003,3.438324,6414021.88,20221013,1.341
510050.SH,20221012,3.45978,3.4839179999999996,3.376638,3.478554,8093945.56,20221012,1.341
510050.SH,20221011,3.470508,3.477213,3.449052,3.457098,5033067.53,20221011,1.341
510050.SH,20221010,3.5536499999999998,3.557673,3.45978,3.4678259999999996,7781606.42,20221010,1.341
510050.SH,20220930,3.559014,3.5858339999999997,3.5496269999999996,3.5536499999999998,7514908.41,20220930,1.341
510050.SH,20220929,3.577788,3.5979029999999996,3.534876,3.554991,7329518.06,20220929,1.341
510050.SH,20220928,3.579129,3.5885160000000003,3.550968,3.554991,7378431.51,20220928,1.341
510050.SH,20220927,3.563037,3.600585,3.550968,3.595221,7418856.15,20220927,1.341
510050.SH,20220926,3.5657189999999996,3.60729,3.554991,3.559014,7749392.04,20220926,1.341
510050.SH,20220923,3.575106,3.6086309999999995,3.5657189999999996,3.583152,6224873.35,20220923,1.341
510050.SH,20220922,3.5925389999999995,3.605949,3.5724240000000003,3.58047,6582474.37,20220922,1.341
510050.SH,20220921,3.627405,3.638133,3.595221,3.6086309999999995,5623310.57,20220921,1.341
510050.SH,20220920,3.66093,3.664953,3.628746,3.639474,6232720.06,20220920,1.341
510050.SH,20220919,3.643497,3.6676349999999998,3.6341099999999997,3.6461789999999996,8049654.2,20220919,1.341
510050.SH,20220916,3.719934,3.729321,3.6502019999999997,3.6528840000000002,15936290.71,20220916,1.341
510050.SH,20220915,3.746754,3.76821,3.7159109999999997,3.7333439999999998,12024532.0,20220915,1.341
510050.SH,20220914,3.7320029999999997,3.7601639999999996,3.7279799999999996,3.7387079999999995,9081888.95,20220914,1.341
510050.SH,20220913,3.7668690000000002,3.786984,3.745413,3.7655279999999998,6487624.65,20220913,1.341
510050.SH,20220909,3.6944549999999996,3.762846,3.693114,3.7547999999999995,6878768.1,20220909,1.341
510050.SH,20220908,3.697137,3.7105469999999996,3.6837269999999998,3.6850680000000002,4341481.24,20220908,1.341
510050.SH,20220907,3.6904319999999995,3.7025010000000003,3.681045,3.693114,4643491.61,20220907,1.341
510050.SH,20220906,3.681045,3.7105469999999996,3.6783629999999996,3.7065239999999995,5909973.88,20220906,1.341
510050.SH,20220905,3.6783629999999996,3.6837269999999998,3.6421560000000004,3.675681,5031000.27,20220905,1.341
510050.SH,20220902,3.7266389999999996,3.7320029999999997,3.670317,3.6904319999999995,8083528.21,20220902,1.341
510050.SH,20220901,3.746754,3.757482,3.71457,3.721275,5907740.29,20220901,1.341
510050.SH,20220831,3.6957959999999996,3.785643,3.693114,3.756141,7917503.81,20220831,1.341
510050.SH,20220830,3.721275,3.729321,3.681045,3.7118879999999996,3630781.14,20220830,1.341
510050.SH,20220829,3.713229,3.729321,3.70116,3.717252,3635048.52,20220829,1.341
510050.SH,20220826,3.7480949999999997,3.762846,3.7387079999999995,3.746754,4635610.63,20220826,1.341
510050.SH,20220825,3.691773,3.753459,3.6837269999999998,3.745413,7955267.49,20220825,1.341
510050.SH,20220824,3.7266389999999996,3.7440719999999996,3.6783629999999996,3.6823859999999997,7685177.48,20220824,1.341
510050.SH,20220823,3.746754,3.7547999999999995,3.709206,3.719934,5022696.52,20220823,1.341
510050.SH,20220822,3.7333439999999998,3.7655279999999998,3.725298,3.745413,6197564.23,20220822,1.341
510050.SH,20220819,3.7440719999999996,3.770892,3.7387079999999995,3.7440719999999996,3939698.86,20220819,1.341
510050.SH,20220818,3.7816199999999998,3.785643,3.740049,3.7507770000000002,3829147.37,20220818,1.341
510050.SH,20220817,3.7641869999999997,3.7977119999999998,3.7387079999999995,3.785643,3779948.45,20220817,1.341
510050.SH,20220816,3.786984,3.801735,3.757482,3.7641869999999997,3147017.64,20220816,1.341
510050.SH,20220815,3.786984,3.825873,3.778938,3.7816199999999998,2984686.15,20220815,1.341
510050.SH,20220812,3.784302,3.8124629999999997,3.7762559999999996,3.803076,4601064.67,20220812,1.341
510050.SH,20220811,3.729321,3.793689,3.719934,3.789666,6835069.79,20220811,1.341
510050.SH,20220810,3.7507770000000002,3.7641869999999997,3.6984779999999997,3.7118879999999996,4344089.76,20220810,1.341
510050.SH,20220809,3.753459,3.7641869999999997,3.742731,3.756141,3291963.84,20220809,1.341
510050.SH,20220808,3.761505,3.773574,3.740049,3.7547999999999995,4133078.97,20220808,1.341
510050.SH,20220805,3.7387079999999995,3.7816199999999998,3.721275,3.774915,6175029.53,20220805,1.341
510050.SH,20220804,3.7065239999999995,3.7346850000000003,3.6957959999999996,3.723957,8675552.04,20220804,1.341
510050.SH,20220803,3.7226159999999995,3.745413,3.679704,3.68775,5733682.76,20220803,1.341
510050.SH,20220802,3.7494359999999998,3.7494359999999998,3.681045,3.71457,5940224.41,20220802,1.341
510050.SH,20220801,3.7829610000000002,3.7977119999999998,3.757482,3.778938,4256154.15,20220801,1.341
510050.SH,20220729,3.850011,3.8795129999999998,3.784302,3.7923479999999996,6098264.61,20220729,1.341
510050.SH,20220728,3.8607389999999997,3.8956049999999998,3.8406239999999996,3.843306,8118062.64,20220728,1.341
510050.SH,20220727,3.867444,3.871467,3.837942,3.8446469999999997,6246511.17,20220727,1.341
510050.SH,20220726,3.8647620000000003,3.8942639999999997,3.8647620000000003,3.876831,3970740.59,20220726,1.341
510050.SH,20220725,3.866103,3.871467,3.8459879999999997,3.859398,3948924.22,20220725,1.341
510050.SH,20220722,3.8634209999999998,3.904992,3.841965,3.871467,6894780.56,20220722,1.341
510050.SH,20220721,3.887559,3.8969460000000002,3.851352,3.854034,4332891.88,20220721,1.341
510050.SH,20220720,3.909015,3.918402,3.8888999999999996,3.899628,4356376.87,20220720,1.341
510050.SH,20220719,3.8969460000000002,3.90231,3.850011,3.887559,4961418.86,20220719,1.341
510050.SH,20220718,3.859398,3.914379,3.8406239999999996,3.903651,4859840.54,20220718,1.341
