code,date,close,open,high,low,volume,amount
000827.SH,20220923,2337.437,2356.3262,2381.8999,2313.4299,16252934.0,47364054.487
000827.SH,20220922,2354.9055,2336.6883,2383.6113,2313.5795,14975622.0,44450786.511
000827.SH,20220921,2353.9845,2354.9719,2373.7599,2332.535,17208207.0,44433759.338
000827.SH,20220920,2365.699,2337.7199,2400.5625,2337.7199,17563238.0,57663942.895
000827.SH,20220919,2314.9917,2315.9731,2349.5453,2302.1767,17304489.0,48311122.462
000827.SH,20220916,2319.0489,2348.0134,2372.7664,2318.9043,22871224.0,58087332.711
000827.SH,20220915,2354.8434,2490.7892,2494.8327,2338.6563,29959176.0,87972902.994
000827.SH,20220914,2480.9162,2494.9079,2522.159,2465.4169,18219561.0,55714225.201
000827.SH,20220913,2531.6809,2558.6768,2562.1583,2503.0921,17523659.0,49495973.02
000827.SH,20220909,2541.7097,2554.9072,2557.5007,2513.1766,17894149.0,53809360.366
000827.SH,20220908,2550.3941,2581.4785,2589.0166,2546.9489,22039140.0,62497243.945
000827.SH,20220907,2580.3051,2525.2614,2602.7687,2522.0334,25618349.0,81128338.064
000827.SH,20220906,2542.488,2492.0096,2544.6225,2442.1884,25061100.0,86023867.324
000827.SH,20220905,2480.8631,2455.5309,2500.126,2454.7485,19726983.0,55952266.956
000827.SH,20220902,2460.3763,2490.7038,2494.6777,2442.2131,18809317.0,56382233.107
000827.SH,20220901,2481.4317,2495.9844,2519.5719,2478.2716,20933574.0,61707216.672
000827.SH,20220831,2497.4007,2581.8022,2597.49,2486.3575,30783418.0,92840589.706
000827.SH,20220830,2594.2768,2626.5264,2631.0614,2585.6207,23091555.0,67038385.067
000827.SH,20220829,2623.0408,2570.3267,2635.8405,2566.7885,25630618.0,70263686.248
000827.SH,20220826,2614.5415,2649.326,2660.4037,2609.4078,28565281.0,77731441.513
000827.SH,20220825,2641.2899,2690.8233,2696.5092,2610.2599,29886082.0,83307437.833
000827.SH,20220824,2679.334,2789.2559,2791.0345,2674.5314,36320788.0,100629355.071
000827.SH,20220823,2774.1631,2749.0295,2802.7606,2749.0295,34430175.0,96384652.329
000827.SH,20220822,2754.9497,2723.3615,2758.5744,2691.2658,42387898.0,113042400.378
000827.SH,20220819,2736.3056,2810.1487,2810.8178,2725.5931,51215954.0,128217015.634
000827.SH,20220818,2806.9612,2791.0986,2832.4492,2789.5387,37376422.0,103220839.274
000827.SH,20220817,2790.6866,2779.33,2801.6633,2767.4882,43704830.0,111344960.805
000827.SH,20220816,2774.5025,2755.0458,2804.5103,2753.222,34984970.0,101362352.82
000827.SH,20220815,2747.1452,2671.2556,2766.7625,2671.2556,29820690.0,91335128.463
000827.SH,20220812,2670.3963,2697.7845,2708.3139,2669.6052,24969370.0,62983807.185
000827.SH,20220811,2704.9366,2692.858,2705.2324,2637.8975,28576156.0,80109014.294
000827.SH,20220810,2678.7756,2694.8059,2704.3815,2666.5967,29238667.0,77831604.098
000827.SH,20220809,2698.3366,2645.5048,2728.1286,2633.0121,30104987.0,92333672.69
000827.SH,20220808,2647.6758,2620.9056,2649.8005,2588.4171,23861019.0,66673031.116
000827.SH,20220805,2633.5787,2623.273,2648.468,2589.6464,25356303.0,68184461.813
000827.SH,20220804,2615.6016,2632.0893,2642.5313,2580.0555,27559729.0,72840181.882
000827.SH,20220803,2617.6064,2711.729,2738.7815,2606.4892,34496173.0,91080290.724
000827.SH,20220802,2696.8706,2708.4591,2740.5439,2671.961,42218252.0,94414807.368
000827.SH,20220801,2754.1078,2694.8174,2759.67,2660.3877,33679551.0,91576655.927
000827.SH,20220729,2707.266,2726.8334,2757.8459,2700.4669,37766987.0,88773525.571
000827.SH,20220728,2718.5734,2760.6048,2766.8382,2707.6107,37139757.0,96105953.506
000827.SH,20220727,2740.1958,2704.4352,2743.746,2687.4079,38379924.0,89176800.673
000827.SH,20220726,2703.0274,2674.2084,2730.5643,2660.2212,34427177.0,76273069.389
000827.SH,20220725,2674.9886,2732.3618,2733.7761,2668.1508,41126774.0,83357060.257
000827.SH,20220722,2733.0819,2741.8394,2767.8047,2708.3953,41103151.0,93450076.499
000827.SH,20220721,2720.0419,2758.4677,2778.7854,2720.0303,37689316.0,91182886.14
000827.SH,20220720,2764.8717,2770.5851,2783.222,2746.1231,34755080.0,82030199.809
000827.SH,20220719,2756.345,2818.4687,2818.4687,2748.8693,39802762.0,95806463.096
000827.SH,20220718,2818.3373,2813.4737,2830.3179,2755.1445,47603068.0,116828167.054
000827.SH,20220715,2793.7228,2815.1728,2853.94,2793.7228,47736547.0,114246678.604
000827.SH,20220714,2834.4066,2759.8106,2856.9865,2750.2038,47558276.0,121200634.361
000827.SH,20220713,2766.7264,2702.8018,2781.3923,2673.4153,44383445.0,114559531.105
000827.SH,20220712,2696.9239,2730.3096,2758.6356,2685.0771,36550812.0,97976048.819
000827.SH,20220711,2725.439,2762.8511,2769.4704,2694.6363,40806609.0,104990464.284
000827.SH,20220708,2777.9268,2870.5486,2878.5327,2773.0511,41420445.0,117555769.051
000827.SH,20220707,2851.4428,2772.7062,2855.6542,2759.8438,47327200.0,130462785.025
000827.SH,20220706,2765.5912,2778.302,2805.0791,2736.7145,42621835.0,105649718.555
000827.SH,20220705,2779.2816,2783.8039,2798.9909,2733.1148,43375266.0,117050464.647
000827.SH,20220704,2769.5454,2696.6819,2770.0976,2684.1356,43303843.0,112884087.158
000827.SH,20220701,2721.1103,2745.3253,2766.5305,2708.1463,39787608.0,103890186.926
000827.SH,20220630,2731.9804,2680.3176,2751.7182,2668.8005,38716522.0,106867828.452
000827.SH,20220629,2676.1166,2760.1558,2769.1587,2671.4589,46605045.0,119174249.255
000827.SH,20220628,2778.806,2738.2095,2782.5973,2698.1544,50532747.0,114259456.804
000827.SH,20220627,2738.3236,2762.7074,2764.7596,2723.1505,48486047.0,111712297.949
000827.SH,20220624,2739.6728,2690.3294,2741.827,2680.2869,45004705.0,110498466.411
000827.SH,20220623,2673.0697,2631.9787,2673.0697,2594.7773,42216778.0,94763823.339
000827.SH,20220622,2617.2755,2600.2767,2664.0054,2600.2767,34578333.0,92863962.327
000827.SH,20220621,2597.6955,2619.0146,2637.303,2568.3112,40162280.0,99732465.46
000827.SH,20220620,2620.8167,2602.8983,2654.9303,2592.792,43861610.0,118698654.905
000827.SH,20220617,2577.127,2481.8935,2581.0706,2481.1326,39042855.0,110212099.276
000827.SH,20220616,2497.9594,2468.0759,2523.7062,2468.0759,33321220.0,87279144.919
000827.SH,20220615,2466.7398,2496.7489,2522.1388,2440.8647,37107316.0,101443956.936
000827.SH,20220614,2487.4036,2464.6526,2489.797,2409.3404,36891639.0,93722750.346
