code,date,open,high,low,close,volume,date,adj_factor
511010.SH,20221014,130.70789599999998,131.455764,130.668428,131.0034,34742.0,20221014,1.012
511010.SH,20221013,130.63402000000002,130.70992,130.586456,130.70789599999998,26592.0,20221013,1.012
511010.SH,20221012,130.70890799999998,130.752424,130.40125999999998,130.619852,32067.0,20221012,1.012
511010.SH,20221011,130.58848,130.74230400000002,130.48728,130.70890799999998,22298.0,20221011,1.012
511010.SH,20221010,130.31524000000002,130.57836,130.31524000000002,130.53788,23061.0,20221010,1.012
511010.SH,20220930,130.22922,130.32536,130.177608,130.32536,31806.0,20220930,1.012
511010.SH,20220929,130.40227199999998,130.488292,130.196836,130.228208,31354.0,20220929,1.012
511010.SH,20220928,130.49537600000002,130.536868,130.447812,130.45186,30719.0,20220928,1.012
511010.SH,20220927,130.444776,130.548,130.257556,130.49537600000002,23055.0,20220927,1.012
511010.SH,20220926,130.875888,130.875888,130.4468,130.493352,31614.0,20220926,1.012
511010.SH,20220923,130.88196000000002,130.923452,130.77064000000001,130.79897599999998,31788.0,20220923,1.012
511010.SH,20220922,130.97000400000002,130.981136,130.91130800000002,130.9275,30746.0,20220922,1.012
511010.SH,20220921,130.923452,131.011496,130.875888,130.930536,27407.0,20220921,1.012
511010.SH,20220920,130.758496,130.93964400000002,130.749388,130.904224,30717.0,20220920,1.012
511010.SH,20220919,130.700812,130.85160000000002,130.695752,130.758496,13947.0,20220919,1.012
511010.SH,20220916,130.839456,130.85868399999998,130.6492,130.74331600000002,24105.0,20220916,1.012
511010.SH,20220915,130.865768,130.9528,130.817192,130.85969599999999,31893.0,20220915,1.012
511010.SH,20220914,130.98316,131.0287,130.85058800000002,130.864756,33422.0,20220914,1.012
511010.SH,20220913,131.04894000000002,131.08436,130.953812,130.979112,12440.0,20220913,1.012
511010.SH,20220909,131.17746400000001,131.29182,131.065132,131.086384,23555.0,20220909,1.012
511010.SH,20220908,131.235148,131.26146000000003,131.115732,131.198716,31109.0,20220908,1.012
511010.SH,20220907,131.24122,131.36873200000002,131.06816800000001,131.24729200000002,32553.0,20220907,1.012
511010.SH,20220906,131.30598799999999,131.42338,131.212884,131.24122,27940.0,20220906,1.012
511010.SH,20220905,131.125852,131.43856,131.125852,131.285748,31596.91,20220905,1.012
511010.SH,20220902,131.08436,131.324204,131.066144,131.23110000000003,31422.0,20220902,1.012
511010.SH,20220901,131.052988,131.09954,131.011496,131.07525199999998,32015.0,20220901,1.012
511010.SH,20220831,131.017568,131.07930000000002,130.975064,131.06209600000003,30075.0,20220831,1.012
511010.SH,20220830,130.90017600000002,131.09448,130.89410400000003,131.009472,20117.0,20220830,1.012
511010.SH,20220829,130.88702,131.010484,130.78076,130.89208,17613.0,20220829,1.012
511010.SH,20220826,130.943692,130.943692,130.85160000000002,130.883984,25405.0,20220826,1.012
